sequence,seedId,name,normalizedName,mealCategory,mealTypeSuggested,countryOfOriginSuggested,discovery,studentAthleteTarget,mealPrepCandidate,imageSearchQuery,assetMainFile,assetCardFile,imageStatus
1212,REC-CAND-1212,Moroccan Tofu Rice Bowl,moroccan tofu rice bowl,Main Meal,Lunch,Peru,False,False,False,Moroccan Tofu Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1213,REC-CAND-1213,American Salmon Wraps,american salmon wraps,Main Meal,Dinner,France,False,False,False,American Salmon Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1214,REC-CAND-1214,Lentil and Carrots Tray Bake,lentil and carrots tray bake,Main Meal,Lunch,Peru,False,False,False,Lentil and Carrots Tray Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1215,REC-CAND-1215,Sheet Pan Chicken and Asparagus,sheet pan chicken and asparagus,Main Meal,Lunch,China,False,False,False,Sheet Pan Chicken and Asparagus recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1216,REC-CAND-1216,Smoky Tempeh Orzo Skillet,smoky tempeh orzo skillet,Main Meal,Dinner,Philippines,False,False,False,Smoky Tempeh Orzo Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1217,REC-CAND-1217,Spanish Egg Tacos,spanish egg tacos,Main Meal,Dinner,China,False,False,False,Spanish Egg Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1218,REC-CAND-1218,Thai Tuna Flatbread,thai tuna flatbread,Main Meal,Lunch,Philippines,False,False,False,Thai Tuna Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1219,REC-CAND-1219,Sheet Pan Black Bean and Cucumber,sheet pan black bean and cucumber,Main Meal,Lunch,Greece,False,False,False,Sheet Pan Black Bean and Cucumber recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1220,REC-CAND-1220,Sausage Burrito Bowl,sausage burrito bowl,Main Meal,Dinner,Mexico,False,False,False,Sausage Burrito Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1221,REC-CAND-1221,Balsamic Turkey Soup,balsamic turkey soup,Main Meal,Dinner,Brazil,False,False,False,Balsamic Turkey Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1222,REC-CAND-1222,Caribbean Cod Skillet,caribbean cod skillet,Main Meal,Dinner,India,False,False,False,Caribbean Cod Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1223,REC-CAND-1223,Sesame Turkey Casserole,sesame turkey casserole,Main Meal,Lunch,Brazil,False,False,False,Sesame Turkey Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1224,REC-CAND-1224,Chipotle Steak Rice Bowl,chipotle steak rice bowl,Main Meal,Lunch,Italy,False,False,False,Chipotle Steak Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1225,REC-CAND-1225,Cajun Black Bean with Spinach,cajun black bean with spinach,Main Meal,Dinner,Philippines,False,False,False,Cajun Black Bean with Spinach recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1226,REC-CAND-1226,Balsamic Chicken Quinoa Bowl,balsamic chicken quinoa bowl,Main Meal,Lunch,Mexico,False,False,False,Balsamic Chicken Quinoa Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1227,REC-CAND-1227,Lean Beef Pilaf Bowl,lean beef pilaf bowl,Main Meal,Lunch,Japan,False,False,False,Lean Beef Pilaf Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1228,REC-CAND-1228,Egg and Green Beans Orzo Skillet,egg and green beans orzo skillet,Main Meal,Dinner,Jamaica,False,False,False,Egg and Green Beans Orzo Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1229,REC-CAND-1229,Moroccan Cod Skillet,moroccan cod skillet,Main Meal,Dinner,Mongolia,True,False,False,Moroccan Cod Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1230,REC-CAND-1230,Herbed Lentil with Kale,herbed lentil with kale,Main Meal,Lunch,Philippines,False,False,False,Herbed Lentil with Kale recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1231,REC-CAND-1231,Herbed Sausage with Broccoli,herbed sausage with broccoli,Main Meal,Dinner,Thailand,False,False,False,Herbed Sausage with Broccoli recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1232,REC-CAND-1232,Korean Tofu Tacos,korean tofu tacos,Main Meal,Lunch,Peru,False,False,False,Korean Tofu Tacos recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1233,REC-CAND-1233,Tuna and Cauliflower Pasta,tuna and cauliflower pasta,Main Meal,Dinner,Spain,False,False,False,Tuna and Cauliflower Pasta recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1234,REC-CAND-1234,Chinese Steak Noodle Bowl,chinese steak noodle bowl,Main Meal,Lunch,Greece,False,False,False,Chinese Steak Noodle Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1235,REC-CAND-1235,Mexican Salmon Rice Bowl,mexican salmon rice bowl,Main Meal,Dinner,Korea,False,False,False,Mexican Salmon Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1236,REC-CAND-1236,Lean Beef and Zucchini Tray Bake,lean beef and zucchini tray bake,Main Meal,Dinner,China,False,False,False,Lean Beef and Zucchini Tray Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1237,REC-CAND-1237,Sheet Pan Tempeh and Mushrooms,sheet pan tempeh and mushrooms,Main Meal,Lunch,Mexico,False,False,False,Sheet Pan Tempeh and Mushrooms recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1238,REC-CAND-1238,Black Bean Taco Bowl,black bean taco bowl,Main Meal,Dinner,France,False,False,False,Black Bean Taco Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1239,REC-CAND-1239,Harissa Sausage Sweet Potato Hash,harissa sausage sweet potato hash,Main Meal,Breakfast,Spain,False,False,False,Harissa Sausage Sweet Potato Hash recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1240,REC-CAND-1240,Honey Soy Steak Chili,honey soy steak chili,Main Meal,Dinner,France,False,False,False,Honey Soy Steak Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1241,REC-CAND-1241,Honey Soy Lean Beef with Mushrooms,honey soy lean beef with mushrooms,Main Meal,Dinner,Peru,False,False,False,Honey Soy Lean Beef with Mushrooms recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1242,REC-CAND-1242,Indian Chickpea with Quinoa,indian chickpea with quinoa,Main Meal,Lunch,Greece,False,False,False,Indian Chickpea with Quinoa recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1243,REC-CAND-1243,Crispy Lentil Stir-Fry,crispy lentil stir fry,Main Meal,Lunch,Mexico,False,False,False,Crispy Lentil Stir-Fry recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1244,REC-CAND-1244,Sheet Pan Sausage and Bell Peppers,sheet pan sausage and bell peppers,Main Meal,Lunch,Spain,False,False,False,Sheet Pan Sausage and Bell Peppers recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1245,REC-CAND-1245,Roasted Salmon Skillet,roasted salmon skillet,Main Meal,Dinner,Spain,False,False,False,Roasted Salmon Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1246,REC-CAND-1246,Garlic Lentil with Carrots,garlic lentil with carrots,Main Meal,Lunch,Thailand,False,False,False,Garlic Lentil with Carrots recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1247,REC-CAND-1247,Lemon Chicken with Cucumber,lemon chicken with cucumber,Main Meal,Lunch,India,False,False,False,Lemon Chicken with Cucumber recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1248,REC-CAND-1248,Sesame Lentil Chili,sesame lentil chili,Main Meal,Dinner,Korea,False,False,False,Sesame Lentil Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1249,REC-CAND-1249,Ginger Chicken with Cucumber,ginger chicken with cucumber,Main Meal,Lunch,Spain,False,False,False,Ginger Chicken with Cucumber recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1250,REC-CAND-1250,Italian Tofu Flatbread,italian tofu flatbread,Main Meal,Lunch,Brazil,False,False,False,Italian Tofu Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1251,REC-CAND-1251,Caribbean Egg Flatbread,caribbean egg flatbread,Main Meal,Dinner,United States,False,False,False,Caribbean Egg Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1252,REC-CAND-1252,French Tofu with Rice,french tofu with rice,Main Meal,Lunch,Thailand,False,False,False,French Tofu with Rice recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1253,REC-CAND-1253,Crispy Tofu Chili,crispy tofu chili,Main Meal,Dinner,United States,False,False,False,Crispy Tofu Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1254,REC-CAND-1254,Teriyaki Pork Tenderloin with Bell Peppers,teriyaki pork tenderloin with bell peppers,Main Meal,Lunch,China,False,False,False,Teriyaki Pork Tenderloin with Bell Peppers recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1255,REC-CAND-1255,Teriyaki Shrimp with Green Beans,teriyaki shrimp with green beans,Main Meal,Dinner,Jamaica,False,False,False,Teriyaki Shrimp with Green Beans recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1256,REC-CAND-1256,Blackened Black Bean with Kale,blackened black bean with kale,Main Meal,Lunch,Japan,False,False,False,Blackened Black Bean with Kale recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1257,REC-CAND-1257,French Tuna with Vegetables,french tuna with vegetables,Main Meal,Dinner,Peru,False,False,False,French Tuna with Vegetables recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1258,REC-CAND-1258,Salmon and Spinach Soup,salmon and spinach soup,Main Meal,Dinner,India,False,False,False,Salmon and Spinach Soup recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1259,REC-CAND-1259,Cajun Lentil Casserole,cajun lentil casserole,Main Meal,Dinner,China,False,False,False,Cajun Lentil Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1260,REC-CAND-1260,Chicken and Asparagus Stew,chicken and asparagus stew,Main Meal,Dinner,France,False,False,False,Chicken and Asparagus Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1261,REC-CAND-1261,Peruvian Lentil with Rice,peruvian lentil with rice,Main Meal,Dinner,Jamaica,False,False,False,Peruvian Lentil with Rice recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1262,REC-CAND-1262,Chinese Chickpea Rice Bowl,chinese chickpea rice bowl,Main Meal,Lunch,Brazil,False,False,False,Chinese Chickpea Rice Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1263,REC-CAND-1263,Lemon Tuna Stew,lemon tuna stew,Main Meal,Lunch,Greece,False,False,False,Lemon Tuna Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1264,REC-CAND-1264,Teriyaki Tofu with Tomatoes,teriyaki tofu with tomatoes,Main Meal,Lunch,Mexico,False,False,False,Teriyaki Tofu with Tomatoes recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1265,REC-CAND-1265,Mediterranean Pork Tenderloin Casserole,mediterranean pork tenderloin casserole,Main Meal,Lunch,Greece,False,False,False,Mediterranean Pork Tenderloin Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1266,REC-CAND-1266,Spicy Tofu with Bell Peppers,spicy tofu with bell peppers,Main Meal,Dinner,Brazil,False,False,False,Spicy Tofu with Bell Peppers recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1267,REC-CAND-1267,Egg and Cauliflower Casserole,egg and cauliflower casserole,Main Meal,Lunch,Spain,False,False,False,Egg and Cauliflower Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1268,REC-CAND-1268,Japanese Pork Tenderloin Wraps,japanese pork tenderloin wraps,Main Meal,Dinner,Thailand,False,False,False,Japanese Pork Tenderloin Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1269,REC-CAND-1269,Moroccan Tofu with Quinoa,moroccan tofu with quinoa,Main Meal,Lunch,China,False,False,False,Moroccan Tofu with Quinoa recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1270,REC-CAND-1270,Korean Black Bean with Quinoa,korean black bean with quinoa,Main Meal,Dinner,Mexico,False,False,False,Korean Black Bean with Quinoa recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1271,REC-CAND-1271,Sheet Pan Tofu and Broccoli,sheet pan tofu and broccoli,Main Meal,Dinner,Italy,False,False,False,Sheet Pan Tofu and Broccoli recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1272,REC-CAND-1272,Chickpea and Bell Peppers Sweet Potato Hash,chickpea and bell peppers sweet potato hash,Main Meal,Breakfast,Korea,False,False,False,Chickpea and Bell Peppers Sweet Potato Hash recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1273,REC-CAND-1273,Korean Tempeh with Quinoa,korean tempeh with quinoa,Main Meal,Dinner,Mexico,False,False,False,Korean Tempeh with Quinoa recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1274,REC-CAND-1274,Tempeh Pilaf Bowl,tempeh pilaf bowl,Main Meal,Lunch,Mexico,False,False,False,Tempeh Pilaf Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1275,REC-CAND-1275,Mediterranean Salmon Chili,mediterranean salmon chili,Main Meal,Dinner,Thailand,False,False,False,Mediterranean Salmon Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1276,REC-CAND-1276,Herbed Turkey Casserole,herbed turkey casserole,Main Meal,Lunch,Brazil,False,False,False,Herbed Turkey Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1277,REC-CAND-1277,Sheet Pan Lentil and Bell Peppers,sheet pan lentil and bell peppers,Main Meal,Dinner,Mexico,False,False,False,Sheet Pan Lentil and Bell Peppers recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1278,REC-CAND-1278,Pesto Pork Tenderloin with Zucchini,pesto pork tenderloin with zucchini,Main Meal,Dinner,Japan,False,False,False,Pesto Pork Tenderloin with Zucchini recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1279,REC-CAND-1279,Tofu and Corn Chili,tofu and corn chili,Main Meal,Lunch,China,False,False,False,Tofu and Corn Chili recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1280,REC-CAND-1280,Chicken and Broccoli Orzo Skillet,chicken and broccoli orzo skillet,Main Meal,Lunch,Ghana,True,False,False,Chicken and Broccoli Orzo Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1281,REC-CAND-1281,Roasted Sausage Salad Bowl,roasted sausage salad bowl,Main Meal,Dinner,Korea,False,False,False,Roasted Sausage Salad Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1282,REC-CAND-1282,French Pork Tenderloin Sweet Potato Hash,french pork tenderloin sweet potato hash,Main Meal,Breakfast,Thailand,False,False,False,French Pork Tenderloin Sweet Potato Hash recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1283,REC-CAND-1283,Honey Soy Turkey Casserole,honey soy turkey casserole,Main Meal,Dinner,Greece,False,False,False,Honey Soy Turkey Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1284,REC-CAND-1284,Chickpea and Cucumber Tray Bake,chickpea and cucumber tray bake,Main Meal,Lunch,Japan,False,False,False,Chickpea and Cucumber Tray Bake recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1285,REC-CAND-1285,Balsamic Steak Flatbread,balsamic steak flatbread,Main Meal,Dinner,Albania,True,False,False,Balsamic Steak Flatbread recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1286,REC-CAND-1286,Tomato Basil Cod Wraps,tomato basil cod wraps,Main Meal,Lunch,Italy,False,False,False,Tomato Basil Cod Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1287,REC-CAND-1287,Indian Tempeh Quinoa Bowl,indian tempeh quinoa bowl,Main Meal,Lunch,Jamaica,False,False,False,Indian Tempeh Quinoa Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1288,REC-CAND-1288,Chipotle Lean Beef Stew,chipotle lean beef stew,Main Meal,Lunch,Japan,False,False,False,Chipotle Lean Beef Stew recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1289,REC-CAND-1289,Sheet Pan Turkey and Zucchini,sheet pan turkey and zucchini,Main Meal,Dinner,China,False,False,False,Sheet Pan Turkey and Zucchini recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1290,REC-CAND-1290,Teriyaki Shrimp with Broccoli,teriyaki shrimp with broccoli,Main Meal,Dinner,India,False,False,False,Teriyaki Shrimp with Broccoli recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1291,REC-CAND-1291,Sausage Skillet,sausage skillet,Main Meal,Dinner,Italy,False,False,False,Sausage Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1292,REC-CAND-1292,Crispy Tempeh with Zucchini,crispy tempeh with zucchini,Main Meal,Lunch,Mexico,False,False,False,Crispy Tempeh with Zucchini recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1293,REC-CAND-1293,Honey Soy Black Bean Grain Bowl,honey soy black bean grain bowl,Main Meal,Lunch,Brazil,False,False,False,Honey Soy Black Bean Grain Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1294,REC-CAND-1294,Lean Beef and Carrots Quinoa Bowl,lean beef and carrots quinoa bowl,Main Meal,Lunch,Japan,False,False,False,Lean Beef and Carrots Quinoa Bowl recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1295,REC-CAND-1295,Lentil and Mushrooms Casserole,lentil and mushrooms casserole,Main Meal,Dinner,France,False,False,False,Lentil and Mushrooms Casserole recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1296,REC-CAND-1296,Greek Steak Wraps,greek steak wraps,Main Meal,Dinner,Thailand,False,False,False,Greek Steak Wraps recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1297,REC-CAND-1297,Peruvian Cod Skillet,peruvian cod skillet,Main Meal,Dinner,United States,False,False,False,Peruvian Cod Skillet recipe,assets/main.avif,assets/card.avif,not-included-see-readme
1298,REC-CAND-1298,Sausage and Zucchini Curry,sausage and zucchini curry,Main Meal,Lunch,Brazil,False,False,False,Sausage and Zucchini Curry recipe,assets/main.avif,assets/card.avif,not-included-see-readme
